customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0174,Female,0,No,Yes,16,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer,67.95,6253.31,No
CUST0175,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,78.46,1134.83,Yes
CUST0176,Female,1,No,Yes,46,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer,118.87,6827.83,No
CUST0177,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Credit card,80.2,3211.68,No
CUST0178,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,98.56,5844.69,Yes
CUST0179,Male,1,Yes,No,11,No,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,92.66,4259.52,No
CUST0180,Male,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,90.15,6632.28,Yes
CUST0181,Male,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,91.64,3415.54,No
CUST0182,Male,0,Yes,Yes,16,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,65.44,513.11,No
CUST0183,Female,0,Yes,Yes,47,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,67.42,4463.45,No
CUST0184,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,66.79,1386.9,No
CUST0185,Male,1,No,No,40,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,23.33,7724.83,No
CUST0186,Male,0,No,No,46,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,44.11,4225.17,Yes
CUST0187,Female,0,Yes,No,17,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card,35.46,4437.4,Yes
CUST0188,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,108.64,7259.98,No
CUST0189,Male,0,No,No,12,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,47.5,5004.19,Yes
CUST0190,Female,0,No,No,12,Yes,No,No,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,33.84,2435.78,No
CUST0191,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,31.98,2382.84,No
CUST0192,Male,0,No,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,90.0,4022.6,Yes
CUST0193,Male,0,Yes,No,15,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,20.61,6935.53,No
CUST0194,Male,0,Yes,Yes,8,No,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer,67.13,6361.94,No
CUST0195,Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,31.89,7702.67,No
CUST0196,Female,0,No,No,53,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,104.97,593.65,No
CUST0197,Female,0,No,Yes,55,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.85,2161.24,Yes
CUST0198,Female,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,115.88,660.06,No
CUST0199,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,64.2,6013.61,Yes
CUST0200,Male,0,No,Yes,8,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.45,1143.85,Yes
CUST0201,Male,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,79.97,817.09,No
CUST0202,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,55.0,4502.14,Yes
CUST0203,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,64.41,3303.65,No
CUST0204,Male,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,26.43,5726.51,No
CUST0205,Female,0,Yes,No,2,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,No,Mailed check,99.57,3906.38,No
CUST0206,Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card,44.08,3414.17,No
CUST0207,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,66.05,3415.49,Yes
CUST0208,Female,0,Yes,No,43,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,68.06,6977.57,No
CUST0209,Female,0,No,No,20,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.07,3173.9,No
CUST0210,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,101.79,2680.51,No
CUST0211,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,89.19,2721.51,Yes
CUST0212,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,86.31,1588.87,Yes
CUST0213,Male,0,No,Yes,64,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,72.67,6888.3,No
CUST0214,Male,0,No,Yes,20,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,29.6,1190.11,No
CUST0215,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,60.2,7270.71,No
CUST0216,Male,1,No,Yes,56,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.73,2282.07,No
CUST0217,Female,0,Yes,No,48,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer,119.55,7197.43,No
CUST0218,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,93.05,6330.75,No
CUST0219,Female,0,Yes,No,9,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,42.75,4664.26,No
CUST0220,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,30.19,5362.37,Yes
CUST0221,Male,1,No,Yes,43,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,61.48,2620.24,No
CUST0222,Male,0,No,No,46,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card,105.66,4602.34,No
CUST0223,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,92.19,2353.38,Yes
CUST0224,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card,108.39,3230.14,Yes
CUST0225,Female,0,No,No,12,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card,81.58,6122.01,Yes
CUST0226,Female,1,No,No,36,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,33.03,1966.58,No
CUST0227,Male,0,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,31.48,6713.99,No
CUST0228,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,24.8,3019.55,No
CUST0229,Male,0,Yes,No,13,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,76.71,4266.72,No
CUST0230,Male,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Credit card,44.29,7536.84,No
CUST0231,Female,0,No,Yes,34,Yes,No,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,93.44,5456.42,Yes
CUST0232,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card,88.62,5171.92,Yes
CUST0233,Female,0,Yes,No,2,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,51.81,5698.63,No
CUST0234,Female,0,No,No,16,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,37.68,7346.53,No
CUST0235,Female,0,No,No,11,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,30.24,2003.14,No
CUST0236,Female,1,No,No,53,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,93.73,4913.66,No
CUST0237,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card,65.04,3215.14,No
CUST0238,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer,52.35,114.61,No
CUST0239,Male,0,No,No,42,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,105.67,1019.9,Yes
CUST0240,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Electronic check,79.36,2613.44,No
CUST0241,Female,0,No,No,59,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer,71.8,4528.7,Yes
CUST0242,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,94.34,7054.17,No
CUST0243,Female,0,No,No,27,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,101.56,6333.09,Yes
CUST0244,Male,0,No,Yes,15,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,88.61,4435.6,No
CUST0245,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,64.0,609.49,No
CUST0246,Female,1,No,Yes,57,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,57.93,2301.53,No
CUST0247,Male,0,No,Yes,26,Yes,No,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,97.17,2946.34,No
CUST0248,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,No,Mailed check,71.79,4981.3,No
CUST0249,Male,1,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,90.44,538.09,No
CUST0250,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card,109.04,4250.94,No
CUST0251,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,111.59,7213.69,No
CUST0252,Male,1,Yes,No,33,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,47.77,5649.35,Yes
CUST0253,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,38.79,6380.67,No
CUST0254,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,46.13,5459.77,No
CUST0255,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,95.14,1668.58,No
CUST0256,Male,0,No,No,24,No,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,57.01,901.66,No
CUST0257,Male,0,No,No,32,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,37.34,6639.34,Yes
CUST0258,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,29.84,5570.13,No
CUST0259,Female,1,Yes,Yes,57,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer,52.73,4608.99,No
CUST0260,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,33.61,1530.48,Yes
CUST0261,Male,0,No,Yes,56,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card,35.64,4834.69,No
CUST0262,Female,0,No,No,11,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,88.39,269.95,No
CUST0263,Male,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,21.97,968.34,Yes
CUST0264,Male,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,31.76,2508.88,Yes
CUST0265,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,104.44,3561.03,No
CUST0266,Female,0,No,Yes,50,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,104.49,982.1,Yes
CUST0267,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,52.92,977.12,No
CUST0268,Female,1,Yes,No,7,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,28.8,5812.63,No
CUST0269,Male,0,No,Yes,71,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,90.5,4566.36,No
CUST0270,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,56.01,4279.26,No
CUST0271,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,3630.43,No
CUST0272,Female,1,Yes,No,3,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,35.78,7812.81,No
CUST0273,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer,33.72,417.41,No
CUST0274,Female,0,Yes,No,28,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer,78.91,1461.4,No
CUST0275,Male,0,No,Yes,28,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,109.81,5187.11,No
CUST0276,Female,0,No,Yes,27,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,99.31,1108.2,No
CUST0277,Male,0,Yes,Yes,43,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Electronic check,74.65,4723.26,Yes
CUST0278,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,62.22,4550.73,No
CUST0279,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,81.87,7768.62,No
CUST0280,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.38,7069.42,No
CUST0281,Female,0,No,No,55,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.61,7565.52,Yes
CUST0282,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,87.92,926.55,No
CUST0283,Female,0,Yes,No,14,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,107.32,6947.82,No
CUST0284,Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,57.29,1050.14,No
CUST0285,Female,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,104.15,5070.8,No
CUST0286,Male,1,No,No,21,No,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,63.11,5766.22,No
CUST0287,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,60.13,1303.61,No
CUST0288,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.83,5068.62,No
CUST0289,Male,0,No,Yes,70,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,89.53,438.63,Yes
CUST0290,Female,1,No,No,56,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,100.75,2360.26,No
CUST0291,Male,0,Yes,Yes,25,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,86.36,7370.84,Yes
CUST0292,Male,0,No,No,24,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,35.14,1390.41,No
CUST0293,Male,0,Yes,No,9,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,30.33,540.85,Yes
CUST0294,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,77.29,3560.55,No
CUST0295,Female,0,No,Yes,10,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,60.15,6807.93,No
CUST0296,Female,1,No,No,52,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Bank transfer,62.91,631.85,No
CUST0297,Female,1,No,No,71,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,116.78,2857.17,No
CUST0298,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,92.39,7200.2,No
CUST0299,Male,0,No,Yes,27,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,61.18,962.88,Yes
CUST0300,Female,1,Yes,No,64,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,21.91,2499.13,No
CUST0301,Male,0,No,No,48,Yes,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card,23.41,6231.8,No
CUST0302,Male,0,No,No,46,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,88.48,4354.82,Yes
CUST0303,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,103.77,6662.02,Yes
CUST0304,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,90.77,910.53,Yes
CUST0305,Female,0,No,Yes,59,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,60.59,7366.02,Yes
CUST0306,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,23.11,7480.6,No
CUST0307,Female,1,No,No,46,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,116.74,1259.4,Yes
CUST0308,Female,1,Yes,No,30,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,118.63,290.33,No
CUST0309,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,74.94,7918.93,Yes
CUST0310,Female,0,No,Yes,25,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card,27.07,3868.37,No
CUST0311,Female,1,Yes,Yes,4,Yes,Yes,No,No,No internet service,No,No,Yes,No,One year,No,Bank transfer,74.1,4585.16,No
CUST0312,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,109.23,4934.92,No
CUST0313,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,88.0,6321.55,Yes
CUST0314,Male,1,Yes,No,32,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,92.0,6499.66,No
CUST0315,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card,28.5,1567.52,Yes
CUST0316,Female,0,Yes,Yes,37,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,30.65,1908.36,Yes
CUST0317,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,32.73,7017.13,Yes
CUST0318,Male,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,110.44,6559.75,No
CUST0319,Male,0,Yes,No,60,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,72.58,4948.6,No
CUST0320,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,99.16,7957.7,No
CUST0321,Female,0,No,Yes,45,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,31.53,5886.77,No
CUST0322,Male,0,No,Yes,68,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,112.76,1742.38,No
CUST0323,Female,0,Yes,No,5,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.11,6776.22,No
CUST0324,Female,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.48,3329.57,No
CUST0325,Female,0,Yes,No,61,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,107.42,308.5,No
CUST0326,Female,1,No,Yes,61,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card,46.34,2584.94,Yes
CUST0327,Male,0,Yes,Yes,45,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,40.53,6113.14,No
CUST0328,Male,0,Yes,No,12,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,46.42,7682.45,No
CUST0329,Female,0,No,Yes,2,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,111.0,2223.57,No
CUST0330,Female,0,No,No,5,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,111.56,1987.2,No
CUST0331,Male,0,Yes,Yes,7,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card,52.9,4517.66,No
CUST0332,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Credit card,90.54,6497.24,No
CUST0333,Female,0,No,Yes,32,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,87.57,5977.27,Yes
CUST0334,Male,0,No,Yes,49,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,100.66,4488.47,No
CUST0335,Female,0,Yes,No,10,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,49.65,5058.49,No
CUST0336,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer,71.01,1951.95,No
CUST0337,Male,1,No,No,69,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,One year,No,Bank transfer,86.77,3471.94,No
CUST0338,Male,0,No,No,40,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,22.63,2057.82,Yes
CUST0339,Female,0,No,No,15,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,57.67,7077.66,No
CUST0340,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,89.59,918.18,No
CUST0341,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,45.26,5444.33,No
CUST0342,Female,0,No,No,55,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,115.77,2097.06,No
CUST0343,Male,0,No,No,63,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,23.02,3815.11,Yes
CUST0344,Female,1,No,Yes,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,115.81,2409.31,Yes
CUST0345,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card,41.68,2599.5,No
CUST0346,Male,0,No,No,10,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer,24.88,2097.94,No
CUST0347,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer,49.25,6027.29,No
CUST0348,Female,1,Yes,No,18,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,98.63,2938.41,No
CUST0349,Female,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer,95.24,5816.33,Yes
